SKU;GRUPO;FAMILIA;TITULO;COLOR;URL_SKU1
4090011-223;BOTTOMS;PANTALONES;PANTALÓN SASTRE, TIRO ALTO, NEGRO;NEGRO;https://liolaweb.cl/223/4090011_1.jpg
4092011-223;BOTTOMS;PANTALONES;PANTALÓN ANCHO CON PASADOR, NEGRO;NEGRO;https://liolaweb.cl/223/4092011_1.jpg
4094301-223;PDA;POLERAS;POLERA ESTAMPADO ANIMAL CON BOTÓN JOYA, NEGRO;NEGRO;https://liolaweb.cl/223/4094301_1.jpg
4096313-223;PDA;BLUSAS;BLUSA ESTAMPADO PAISLEY, NARANJO;NARANJO;https://liolaweb.cl/223/4096313_1.jpg
4097011-223;BOTTOMS;PANTALONES;PANTALÓN PITILLO TIRO MEDIO, NEGRO;NEGRO;https://liolaweb.cl/223/4097011_1.jpg
4098011-223;BOTTOMS;PANTALONES;PANTALÓN FLARE CROPPED TIRO MEDIO, NEGRO;NEGRO;https://liolaweb.cl/223/4098011_1.jpg
4098083-223;BOTTOMS;PANTALONES;PANTALÓN FLARE CROPPED TIRO MEDIO, TOPO;TOPO;https://liolaweb.cl/223/4098083_1.jpg
4098222-223;BOTTOMS;PANTALONES;PANTALÓN FLARE CROPPED TIRO MEDIO, CHOCOLATE;CHOCOLATE;
4099011-223;PDA;TEJIDOS;JERSEY TEJIDO CUELLO ALTO, DETALLES LUREX, NEGRO;NEGRO;https://liolaweb.cl/223/4099011_1.jpg
4099132-223;PDA;TEJIDOS;JERSEY TEJIDO CUELLO ALTO, DETALLES LUREX, OXIDO;OXIDO;https://liolaweb.cl/223/4099132_1.jpg
4099532-223;PDA;TEJIDOS;JERSEY TEJIDO CUELLO ALTO, DETALLES LUREX, ROSA;ROSA;https://liolaweb.cl/223/4099532_1.jpg
4100322-223;PDA;BLUSAS;BLUSA CAMISERA ESTAMPADO ANIMAL, CAFÉ;CAFÉ;https://liolaweb.cl/223/4100322_1.jpg
4101402-223;PDA;BLUSAS;BLUSA CAMISERA SATÍN ESTAMPADO ANIMAL, ROJO;ROJO;https://liolaweb.cl/223/4101402_1.jpg
4102408-223;PDA;BLUSAS;BLUSA CAMISERA ESTAMPADA LUREX  AMEBA, VERDE;VERDE;https://liolaweb.cl/223/4102408_1.jpg
4104401-223;OUTERWEAR;CHAQUETONES;CHAQUETÓN SEMI ENTALLADO ESCOCES NEGRO;NEGRO;https://liolaweb.cl/223/4104401_1.jpg
4107011-223;BOTTOMS;PANTALONES;JEANS COLOR CROPPED STRAIGHT, TIRO MEDIO, NEGRO;NEGRO;https://liolaweb.cl/223/4107011_1.jpg
4107022-223;BOTTOMS;PANTALONES;JEANS COLOR CROPPED STRAIGHT, TIRO MEDIO, FRESA;FRESA;https://liolaweb.cl/223/4107022_1.jpg
4108011-223;BOTTOMS;PANTALONES;JEANS COLOR SKINNY TIRO MEDIO, NEGRO;NEGRO;https://liolaweb.cl/223/4108011_1.jpg
4108022-223;BOTTOMS;PANTALONES;JEANS COLOR SKINNY TIRO MEDIO, FRESA;FRESA;https://liolaweb.cl/223/4108022_1.jpg
4109011-223;BOTTOMS;PANTALONES;JEANS COLOR SLIM, TIRO MEDIO, NEGRO;NEGRO;https://liolaweb.cl/223/4109011_1.jpg
4109224-223;BOTTOMS;PANTALONES;JEANS COLOR SLIM, TIRO MEDIO, CAMEL;CAMEL;https://liolaweb.cl/223/4109224_1.jpg
4110011-223;BOTTOMS;PANTALONES;JEANS COLOR SKINNY PUSH UP, TIRO MEDIO, NEGRO;NEGRO;https://liolaweb.cl/223/4110011_1.jpg
4110051-223;BOTTOMS;PANTALONES;JEANS COLOR SKINNY PUSH UP, TIRO MEDIO, BEIGE;BEIGE;https://liolaweb.cl/223/4110051_1.jpg
4111011-400;OUTERWEAR;CHAQUETAS;BLAZER CLÁSICO NEGRO;NEGRO;
4112011-400;BOTTOMS;PANTALONES;PANTALÓN SASTRE TIRO MEDIO, NEGRO;NEGRO;
4116011-223;PDA;TEJIDOS;JERSEY TEJIDO DETALLE LUREX, NEGRO;NEGRO;https://liolaweb.cl/223/4116011_1.jpg
4119011-223;PDA;BLUSAS;BLUSA CAMISERA ALGODÓN BOTÓN JOYA, NEGRO;NEGRO;https://liolaweb.cl/223/4119011_1.jpg
4119212-223;PDA;BLUSAS;BLUSA CAMISERA ALGODÓN BOTÓN JOYA, CRUDO;CRUDO;https://liolaweb.cl/223/4119212_1.jpg
4120212-223;PDA;BLUSAS;BLUSA CAMISERA STRASS, CRUDO;CRUDO;https://liolaweb.cl/223/4120212_1.jpg
4124301-223;BOTTOMS;PANTALONES;PANTALÓN ESTAMPADO PALAZZO, TIRO ALTO, NEGRO;NEGRO;https://liolaweb.cl/223/4124301_1.jpg
4125011-223;BOTTOMS;PANTALONES;PANTALÓN ANCHO CADENA TIRO ALTO, NEGRO;NEGRO;https://liolaweb.cl/223/4125011_1.jpg
4125051-223;BOTTOMS;PANTALONES;PANTALÓN ANCHO CADENA TIRO ALTO, BEIGE;BEIGE;https://liolaweb.cl/223/4125051_1.jpg
4126422-223;BOTTOMS;PANTALONES;JEANS SKINNY COATING CUADRILLE, TIRO MEDIO, CAFÉ;CAFÉ;https://liolaweb.cl/223/4126422_1.jpg
4127011-223;PDA;POLERAS;POLERA ESCOTE DRAPEADO, NEGRO;NEGRO;https://liolaweb.cl/223/4127011_1.jpg
4128301-223;PDA;TAPADOS;TAPADO Y VESTIDO MIDI ESTAMPADO CON LAZO, NEGRO;NEGRO;https://liolaweb.cl/223/4128301_1.jpg
4129011-223;PDA;TAPADOS;CHAQUETÓN RECTO TEJIDO CON CAPUCHÓN PIEL, NEGRO;NEGRO;https://liolaweb.cl/223/4129011_1.jpg
4129222-223;PDA;TAPADOS;CHAQUETÓN RECTO TEJIDO CON CAPUCHÓN PIEL, CHOCOLATE;CHOCOLATE;https://liolaweb.cl/223/4129222_1.jpg
4130313-223;PDA;BLUSAS;BLUSA CAMISERA SATÍN ESTAMPADO, NARANJO;NARANJO;https://liolaweb.cl/223/4130313_1.jpg
4130357-223;PDA;BLUSAS;BLUSA CAMISERA SATÍN ESTAMPADO, AZUL;AZUL;https://liolaweb.cl/223/4130357_1.jpg
4131301-223;PDA;BLUSAS;BLUSA CAMISERA SATÍN ESTAMPADO, NEGRO FONDO GRIS;NEGRO;https://liolaweb.cl/223/4131301_1.jpg
4135022-223;PDA;BLUSAS;BLUSA CAMISERA LYOCELL, FRESA;FRESA;https://liolaweb.cl/223/4135022_1.jpg
4135082-223;PDA;BLUSAS;BLUSA CAMISERA LYOCELL, MILITAR;MILITAR;https://liolaweb.cl/223/4135082_1.jpg
4137011-223;BOTTOMS;JEANS;JEANS STRAIGHT, TIRO ALTO, NEGRO;NEGRO;https://liolaweb.cl/223/4137011_1.jpg
4138011-223;BOTTOMS;PANTALONES;JEANS COLOR STRAIGHT, PUSH UP TIRO MEDIO, NEGRO;NEGRO;https://liolaweb.cl/223/4138011_1.jpg
4138222-223;BOTTOMS;PANTALONES;JEANS COLOR STRAIGHT, PUSH UP TIRO MEDIO, CHOCOLATE;CHOCOLATE;https://liolaweb.cl/223/4138222_1.jpg
4143401-223;BOTTOMS;PANTALONES;PANTALÓN ANCHO, TIRO ALTO, CUADRILLE NEGRO;NEGRO;https://liolaweb.cl/223/4143401_1.jpg
4143405-223;BOTTOMS;PANTALONES;PANTALÓN ANCHO, TIRO ALTO, CUADRILLE BEIGE;BEIGE;https://liolaweb.cl/223/4143405_1.jpg
4143457-223;BOTTOMS;PANTALONES;PANTALÓN ANCHO CUADRILLE, TIRO ALTO, AZUL;AZUL;https://liolaweb.cl/223/4143457_1.jpg
4144011-223;PDA;POLERAS;POLERA APLICACIÓN Y BORDADO, NEGRO;NEGRO;https://liolaweb.cl/223/4144011_1.jpg
4144212-223;PDA;POLERAS;POLERA APLICACIÓN Y BORDADO, CRUDO;CRUDO;https://liolaweb.cl/223/4144212_1.jpg
4145401-223;OUTERWEAR;CHAQUETAS;BLAZER ENTALLADO CUADRILLE NEGRO;NEGRO;https://liolaweb.cl/223/4145401_1.jpg
4145405-223;OUTERWEAR;CHAQUETAS;BLAZER ENTALLADO CUADRILLE BEIGE;BEIGE;https://liolaweb.cl/223/4145405_1.jpg
4145457-223;OUTERWEAR;CHAQUETAS;BLAZER ENTALLADO CUADRILLE, AZUL;AZUL;https://liolaweb.cl/223/4145457_1.jpg
4146011-400;BOTTOMS;JEANS;JEANS SKINNY PUSH UP, TIRO MEDIO, NEGRO;NEGRO;https://liolaweb.cl/223/4146011_1.jpg
4147022-223;BOTTOMS;VESTIDOS;VESTIDO BEATLE TEJIDO A LA RODILLA, FRESA;FRESA;https://liolaweb.cl/223/4147022_1.jpg
4149011-223;OUTERWEAR;PARKAS;PARKA CON CAPUCHÓN Y RODÓN DE PIEL, NEGRO;NEGRO;https://liolaweb.cl/223/4149011_1.jpg
4149082-223;OUTERWEAR;PARKAS;PARKA CON CAPUCHÓN Y RODÓN DE PIEL, MILITAR;MILITAR;https://liolaweb.cl/223/4149082_1.jpg
4150211-400;PDA;BLUSAS;BLUSA CAMISERA ENTALLADA, BLANCO;BLANCO;https://liolaweb.cl/223/4150211_1.jpg
4150576-400;PDA;BLUSAS;BLUSA CAMISERA ENTALLADA, CELESTE;CELESTE;https://liolaweb.cl/223/4150576_1.jpg
4151011-400;BOTTOMS;PANTALONES;PANTALÓN RECTO TIRO ALTO APLICACIÓN, NEGRO;NEGRO;https://liolaweb.cl/223/4151011_1.jpg
4151571-400;BOTTOMS;PANTALONES;PANTALÓN RECTO TIRO ALTO APLICACIÓN, AZUL MARINO;AZUL MARINO;https://liolaweb.cl/223/4151571_1.jpg
4152011-223;PDA;BLUSAS;BLUSA SIN CUELLO Y PABILOS, NEGRO;NEGRO;https://liolaweb.cl/223/4152011_1.jpg
4152212-223;PDA;BLUSAS;BLUSA SIN CUELLO Y PABILOS, CRUDO;CRUDO;https://liolaweb.cl/223/4152212_1.jpg
4153012-223;PDA;BLUSAS;BLUSA CUELLO MAO, BOTÓN JOYA, GRAFITO;GRAFITO;https://liolaweb.cl/223/4153012_1.jpg
4153023-223;PDA;BLUSAS;BLUSA CUELLO MAO, BOTÓN JOYA, FUCSIA;FUCSIA;
4153212-223;PDA;BLUSAS;BLUSA CUELLO MAO, BOTÓN JOYA, CRUDO;CRUDO;https://liolaweb.cl/223/4153212_1.jpg
4154011-223;PDA;TAPADOS;TAPADO TEJIDO CON FLECOS, NEGRO;NEGRO;https://liolaweb.cl/223/4154011_1.jpg
4155011-223;BOTTOMS;VESTIDOS;VESTIDO BEATLE TEJIDO, NEGRO;NEGRO;https://liolaweb.cl/223/4155011_1.jpg
4157457-223;OUTERWEAR;CHAQUETAS;BLAZER ENTALLADO CUADRILLE, AZUL;AZUL;
4158457-223;BOTTOMS;PANTALONES;PANTALÓN ANCHO CUADRILLE, TIRO ALTO, AZUL;AZUL;
7617532-400;PDA;TOPS;TOP PABILO VISCOSA, APLICACIÓN SATÍN, ROSA;ROSA;https://liolaweb.cl/223/7617532_1.jpg
9793011-400;BOTTOMS;PANTALONES;JEANS RECTO, TIRO MEDIO, TACHAS, NEGRO;NEGRO;https://liolaweb.cl/223/9793011_1.jpg
4163301-223;;PANTALONES;PANTALÓN ANCHO Estampado NEGRO LIOLA;NEGRO;https://liolaweb.cl/223/4163301_1.jpg
4167222-223;;VESTIDOS;VESTIDO RODILLA Fantasia CHOCOLATE LIOLA;CHOCOLATE;https://liolaweb.cl/223/4167222_1.jpg
4170011-223;;TAPADOS;TAPADO Liso NEGRO LIOLA;NEGRO;https://liolaweb.cl/223/4170011_1.jpg
4176308-223;;BLUSAS;BLUSA CAMISERO Estampado VERDE LIOLA;VERDE;https://liolaweb.cl/223/4176308_1.jpg
4177023-223;;POLERAS;POLERA MANGA LARGA Fantasia FUCSIA LIOLA;FUCSIA;https://liolaweb.cl/223/4177023_1.jpg
4177051-223;;POLERAS;POLERA MANGA LARGA Fantasia BEIGE LIOLA;BEIGE;https://liolaweb.cl/223/4177051_1.jpg
4182422-223;;PANTALONES;PANTALÓN RECTO Fantasia CAFÉ LIOLA;CAFÉ;https://liolaweb.cl/223/4182422_1.jpg
4183422-223;;PANTALONES;PANTALÓN SASTRE Fantasia CAFÉ LIOLA;CAFÉ;https://liolaweb.cl/223/4183422_1.jpg
4183428-223;;PANTALONES;PANTALÓN SASTRE Fantasia GRIS LIOLA;GRIS;https://liolaweb.cl/223/4183428_1.jpg
4184212-223;;POLERAS;POLERA MANGA LARGA Fantasia CRUDO LIOLA;CRUDO;https://liolaweb.cl/223/4184212_1.jpg
4185401-223;;PANTALONES;PANTALÓN ANCHO Fantasia NEGRO LIOLA;NEGRO;https://liolaweb.cl/223/4185401_1.jpg
4189422-223;;PANTALONES;PANTALÓN PITILLO Fantasia CAFÉ LIOLA;CAFÉ;https://liolaweb.cl/223/4189422_1.jpg
4189428-223;;PANTALONES;PANTALÓN PITILLO Fantasia GRIS LIOLA;GRIS;https://liolaweb.cl/223/4189428_1.jpg
4194401-223;;CHAQUETAS;CHAQUETA Fantasia NEGRO LIOLA;NEGRO;https://liolaweb.cl/223/4194401_1.jpg
4195422-223;;CHAQUETAS;CHAQUETA Fantasia CAFÉ LIOLA;CAFÉ;https://liolaweb.cl/223/4195422_1.jpg
4197405-223;;CHAQUETAS;CHAQUETA Fantasia BEIGE LIOLA;BEIGE;https://liolaweb.cl/223/4197405_1.jpg
4198457-223;;CHAQUETAS;CHAQUETA Fantasia AZUL LIOLA;AZUL;https://liolaweb.cl/223/4198457_1.jpg
4199408-223;;ABRIGOS;ABRIGO LARGO Fantasia VERDE LIOLA;VERDE;https://liolaweb.cl/223/4199408_1.jpg
4199428-223;;ABRIGOS;ABRIGO LARGO Fantasia GRIS LIOLA;GRIS;https://liolaweb.cl/223/4199428_1.jpg
4199471-223;;ABRIGOS;ABRIGO LARGO Fantasia BURDEO LIOLA;BURDEO;https://liolaweb.cl/223/4199471_1.jpg
4200408-223;;ABRIGOS;ABRIGO LARGO Fantasia VERDE LIOLA;VERDE;https://liolaweb.cl/223/4200408_1.jpg
4200413-223;;ABRIGOS;ABRIGO LARGO Fantasia NARANJO LIOLA;NARANJO;https://liolaweb.cl/223/4200413_1.jpg
4200422-223;;ABRIGOS;ABRIGO LARGO Fantasia CAFÉ LIOLA;CAFÉ;https://liolaweb.cl/223/4200422_1.jpg
4201408-223;;CHAQUETAS;BLAZER Fantasia VERDE LIOLA;VERDE;https://liolaweb.cl/223/4201408_1.jpg
4201428-223;;CHAQUETAS;BLAZER Fantasia GRIS LIOLA;GRIS;https://liolaweb.cl/223/4201428_1.jpg
4201457-223;;CHAQUETAS;BLAZER Fantasia AZUL LIOLA;AZUL;https://liolaweb.cl/223/4201457_1.jpg
4201471-223;;CHAQUETAS;BLAZER Fantasia BURDEO LIOLA;BURDEO;https://liolaweb.cl/223/4201471_1.jpg
4202428-223;;CHAQUETAS;BLAZER Fantasia GRIS LIOLA;GRIS;https://liolaweb.cl/223/4202428_1.jpg
4206021-223;;CHAQUETONES;CHAQUETÓN MEDIO Fantasia ROJO LIOLA;ROJO;https://liolaweb.cl/223/4206021_1.jpg
4206081-223;;CHAQUETONES;CHAQUETÓN MEDIO Fantasia VERDE LIOLA;VERDE;https://liolaweb.cl/223/4206081_1.jpg
4206531-223;;CHAQUETONES;CHAQUETÓN MEDIO Fantasia RUBOR LIOLA;RUBOR;https://liolaweb.cl/223/4206531_1.jpg
4206602-223;;CHAQUETONES;CHAQUETÓN MEDIO Fantasia MOSTAZA LIOLA;MOSTAZA;https://liolaweb.cl/223/4206602_1.jpg
4206711-223;;CHAQUETONES;CHAQUETÓN MEDIO Fantasia BURDEO LIOLA;BURDEO;https://liolaweb.cl/223/4206711_1.jpg
4206712-223;;CHAQUETONES;CHAQUETÓN MEDIO Fantasia CIRUELA LIOLA;CIRUELA;https://liolaweb.cl/223/4206712_1.jpg
4207422-223;;CHAQUETONES;CHAQUETÓN MEDIO Fantasia CAFÉ LIOLA;CAFÉ;https://liolaweb.cl/223/4207422_1.jpg
4208011-223;;BLUSAS;BLUSA REDONDO Fantasia NEGRO LIOLA;NEGRO;https://liolaweb.cl/223/4208011_1.jpg
4208353-223;;BLUSAS;BLUSA REDONDO Fantasia ROSA LIOLA;ROSA;https://liolaweb.cl/223/4208353_1.jpg
4209023-223;;BLUSAS;BLUSA CAMISERO Liso FUCSIA LIOLA;FUCSIA;https://liolaweb.cl/223/4209023_1.jpg
4209081-223;;BLUSAS;BLUSA CAMISERO Liso VERDE LIOLA;VERDE;https://liolaweb.cl/223/4209081_1.jpg
4209713-223;;BLUSAS;BLUSA CAMISERO Liso VINO LIOLA;VINO;https://liolaweb.cl/223/4209713_1.jpg
4210353-223;;BLUSAS;BLUSA V Estampado ROSA LIOLA;ROSA;https://liolaweb.cl/223/4210353_1.jpg
4210357-223;;BLUSAS;BLUSA V Estampado AZUL LIOLA;AZUL;https://liolaweb.cl/223/4210357_1.jpg
4211301-223;;VESTIDOS;VESTIDO RODILLA Estampado NEGRO LIOLA;NEGRO;https://liolaweb.cl/223/4211301_1.jpg
4211322-223;;VESTIDOS;VESTIDO RODILLA Estampado CAFÉ LIOLA;CAFÉ;https://liolaweb.cl/223/4211322_1.jpg
4212301-223;;VESTIDOS;VESTIDO RODILLA Estampado NEGRO LIOLA;NEGRO;https://liolaweb.cl/223/4212301_1.jpg
4212305-223;;VESTIDOS;VESTIDO RODILLA Estampado BEIGE LIOLA;BEIGE;https://liolaweb.cl/223/4212305_1.jpg
4213308-223;;VESTIDOS;VESTIDO RODILLA Estampado VERDE LIOLA;VERDE;https://liolaweb.cl/223/4213308_1.jpg
4213357-223;;VESTIDOS;VESTIDO RODILLA Estampado AZUL LIOLA;AZUL;https://liolaweb.cl/223/4213357_1.jpg
4214308-223;;VESTIDOS;VESTIDO LARGO Estampado VERDE LIOLA;VERDE;https://liolaweb.cl/223/4214308_1.jpg
4215408-223;;VESTIDOS;VESTIDO RODILLA Liso VERDE LIOLA;VERDE;https://liolaweb.cl/223/4215408_1.jpg
4215428-223;;VESTIDOS;VESTIDO RODILLA Liso GRIS LIOLA;GRIS;https://liolaweb.cl/223/4215428_1.jpg
4216023-223;;POLERAS;POLERA MANGA LARGA Fantasia FUCSIA LIOLA;FUCSIA;https://liolaweb.cl/223/4216023_1.jpg
4217308-223;;POLERAS;POLERA MANGA LARGA Estampado VERDE LIOLA;VERDE;https://liolaweb.cl/223/4217308_1.jpg
4217322-223;;POLERAS;POLERA MANGA LARGA Estampado CAFÉ LIOLA;CAFÉ;https://liolaweb.cl/223/4217322_1.jpg
4217353-223;;POLERAS;POLERA MANGA LARGA Estampado ROSA LIOLA;ROSA;https://liolaweb.cl/223/4217353_1.jpg
4219305-223;;BLUSAS;BLUSA V Estampado BEIGE LIOLA;BEIGE;https://liolaweb.cl/223/4219305_1.jpg
4219353-223;;BLUSAS;BLUSA V Estampado ROSA LIOLA;ROSA;https://liolaweb.cl/223/4219353_1.jpg
4221402-223;;TAPADOS;TAPADO Estampado ROJO LIOLA;ROJO;https://liolaweb.cl/223/4221402_1.jpg
4222422-223;;TAPADOS;TAPADO Estampado CAFÉ LIOLA;CAFÉ;https://liolaweb.cl/223/4222422_1.jpg
4224011-223;;PANTALONES;PANTALON PITILLO Liso NEGRO LIOLA;NEGRO;https://liolaweb.cl/223/4224011_1.jpg
4224221-223;;PANTALONES;PANTALON PITILLO Liso CAFÉ LIOLA;CAFÉ;https://liolaweb.cl/223/4224221_1.jpg
4226453-223;;CHAQUETAS;BLAZER Fantasia ROSA LIOLA;ROSA;https://liolaweb.cl/223/4226453_1.jpg
4230023-223;;ACCESORIOS;GORRO Fantasia FUCSIA LIOLA;FUCSIA;https://liolaweb.cl/223/4230023_1.jpg
4230428-223;;ACCESORIOS;GORRO Fantasia GRIS LIOLA;GRIS;https://liolaweb.cl/223/4230428_1.jpg
4231023-223;;ACCESORIOS;BUFANDA Fantasia FUCSIA LIOLA;FUCSIA;https://liolaweb.cl/223/4231023_1.jpg
4231132-223;;ACCESORIOS;BUFANDA Fantasia OXIDO LIOLA;OXIDO;https://liolaweb.cl/223/4231132_1.jpg
4231224-223;;ACCESORIOS;BUFANDA Fantasia CAMEL LIOLA;CAMEL;https://liolaweb.cl/223/4231224_1.jpg
4231428-223;;ACCESORIOS;BUFANDA Fantasia GRIS LIOLA;GRIS;https://liolaweb.cl/223/4231428_1.jpg
4231574-223;;ACCESORIOS;BUFANDA Fantasia OCÉANO LIOLA;OCÉANO;https://liolaweb.cl/223/4231574_1.jpg
